Date,MaxTemperature,MaxTemperatureNormal,MaxTemperatureDeparture,MinTemperature,MinTemperatureNormal,MinTemperatureDeparture,AvgTemperature,AvgTemperatureNormal,AvgTemperatureDeparture,AtObsTemperature,Precipitation,PrecipitationNormal,PrecipitationDeparture,Snowfall,SnowfallNormal,SnowfallDeparture,SnowDepth,HDD,HDDNormal,HDDDeparture,CDD,CDDNormal,CDDDeparture,GDD
1942-10-01,,87.2,,,62.6,,,74.9,,,,0.1,,0.0,0.0,0.0,0.0,,0.2,,,10.1,,
1942-10-02,,87.0,,,62.3,,,74.6,,,,0.09,,0.0,0.0,0.0,0.0,,0.3,,,9.9,,
1942-10-03,,86.7,,,61.9,,,74.3,,,,0.11,,0.0,0.0,0.0,0.0,,0.3,,,9.6,,
1942-10-04,,86.4,,,61.6,,,74.0,,,,0.11,,0.0,0.0,0.0,0.0,,0.3,,,9.3,,
1942-10-05,,86.1,,,61.2,,,73.7,,,,0.11,,0.0,0.0,0.0,0.0,,0.4,,,9.0,,
1942-10-06,,85.9,,,60.9,,,73.4,,,,0.11,,0.0,0.0,0.0,0.0,,0.4,,,8.8,,
1942-10-07,,85.6,,,60.5,,,73.0,,,,0.11,,0.0,0.0,0.0,0.0,,0.5,,,8.5,,
1942-10-08,,85.3,,,60.1,,,72.7,,,,0.11,,0.0,0.0,0.0,0.0,,0.5,,,8.2,,
1942-10-09,,85.0,,,59.8,,,72.4,,,,0.12,,0.0,0.0,0.0,0.0,,0.6,,,8.0,,
1942-10-10,,84.7,,,59.4,,,72.0,,,,0.13,,0.0,0.0,0.0,0.0,,0.7,,,7.7,,
1942-10-11,,84.4,,,59.0,,,71.7,,,,0.13,,0.0,0.0,0.0,0.0,,0.7,,,7.4,,
1942-10-12,,84.0,,,58.7,,,71.4,,,,0.14,,0.0,0.0,0.0,0.0,,0.8,,,7.2,,
1942-10-13,,83.7,,,58.3,,,71.0,,,,0.13,,0.0,0.0,0.0,0.0,,0.9,,,6.9,,
1942-10-14,,83.4,,,57.9,,,70.7,,,,0.13,,0.0,0.0,0.0,0.0,,0.9,,,6.6,,
1942-10-15,,83.0,,,57.6,,,70.3,,,,0.13,,0.0,0.0,0.0,0.0,,1.0,,,6.3,,
1942-10-16,,82.7,,,57.2,,,70.0,,,,0.15,,0.0,0.0,0.0,0.0,,1.1,,,6.0,,
1942-10-17,70.0,82.4,-12.4,66.0,56.8,9.2,68.0,69.6,-1.6,,0.2,0.15,0.05,0.0,0.0,0.0,0.0,0.0,1.2,-1.2,3.0,5.8,-2.8,18.0
1942-10-18,70.0,82.0,-12.0,63.0,56.5,6.5,66.5,69.2,-2.7,,0.71,0.16,0.55,0.0,0.0,0.0,0.0,0.0,1.3,-1.3,2.0,5.5,-3.5,17.0
1942-10-19,75.0,81.6,-6.6,58.0,56.1,1.9,66.5,68.9,-2.4,,0.01,0.16,-0.15,0.0,0.0,0.0,0.0,0.0,1.4,-1.4,2.0,5.3,-3.3,17.0
1942-10-20,78.0,81.3,-3.3,59.0,55.7,3.3,68.5,68.5,0.0,,,0.17,-0.17,0.0,0.0,0.0,0.0,0.0,1.5,-1.5,4.0,5.0,-1.0,19.0
1942-10-21,83.0,80.9,2.1,58.0,55.4,2.6,70.5,68.1,2.4,,0.0,0.16,-0.16,0.0,0.0,0.0,0.0,0.0,1.7,-1.7,6.0,4.8,1.2,21.0
1942-10-22,87.0,80.5,6.5,55.0,55.0,0.0,71.0,67.8,3.2,,0.0,0.17,-0.17,0.0,0.0,0.0,0.0,0.0,1.9,-1.9,6.0,4.7,1.3,21.0
1942-10-23,79.0,80.2,-1.2,52.0,54.6,-2.6,65.5,67.4,-1.9,,0.0,0.16,-0.16,0.0,0.0,0.0,0.0,0.0,2.1,-2.1,1.0,4.5,-3.5,16.0
1942-10-24,68.0,79.8,-11.8,55.0,54.3,0.7,61.5,67.0,-5.5,,,0.16,-0.16,0.0,0.0,0.0,0.0,3.0,2.3,0.7,0.0,4.3,-4.3,12.0
1942-10-25,81.0,79.4,1.6,63.0,53.9,9.1,72.0,66.7,5.3,,,0.16,-0.16,0.0,0.0,0.0,0.0,0.0,2.4,-2.4,7.0,4.1,2.9,22.0
1942-10-26,74.0,79.0,-5.0,45.0,53.6,-8.6,59.5,66.3,-6.8,,0.0,0.16,-0.16,0.0,0.0,0.0,0.0,5.0,2.6,2.4,0.0,3.9,-3.9,10.0
1942-10-27,67.0,78.6,-11.6,46.0,53.2,-7.2,56.5,65.9,-9.4,,0.01,0.15,-0.14,0.0,0.0,0.0,0.0,8.0,2.8,5.2,0.0,3.8,-3.8,7.0
1942-10-28,71.0,78.3,-7.3,56.0,52.8,3.2,63.5,65.5,-2.0,,,0.15,-0.15,0.0,0.0,0.0,0.0,1.0,3.1,-2.1,0.0,3.6,-3.6,14.0
1942-10-29,85.0,77.9,7.1,69.0,52.5,16.5,77.0,65.2,11.8,,,0.14,-0.14,0.0,0.0,0.0,0.0,0.0,3.3,-3.3,12.0,3.5,8.5,27.0
1942-10-30,80.0,77.5,2.5,58.0,52.1,5.9,69.0,64.8,4.2,,0.42,0.15,0.27,0.0,0.0,0.0,0.0,0.0,3.5,-3.5,4.0,3.3,0.7,19.0
1942-10-31,76.0,77.1,-1.1,53.0,51.8,1.2,64.5,64.4,0.1,,0.0,0.14,-0.14,0.0,0.0,0.0,0.0,0.0,3.7,-3.7,0.0,3.1,-3.1,15.0
1942-11-01,79.0,76.7,2.3,46.0,51.4,-5.4,62.5,64.1,-1.6,,0.0,0.12,-0.12,0.0,0.0,0.0,0.0,2.0,3.9,-1.9,0.0,3.0,-3.0,13.0
1942-11-02,84.0,76.3,7.7,61.0,51.1,9.9,72.5,63.7,8.8,,,0.12,-0.12,0.0,0.0,0.0,0.0,0.0,4.1,-4.1,8.0,2.8,5.2,23.0
1942-11-03,74.0,76.0,-2.0,62.0,50.8,11.2,68.0,63.4,4.6,,,0.12,-0.12,0.0,0.0,0.0,0.0,0.0,4.3,-4.3,3.0,2.7,0.3,18.0
1942-11-04,78.0,75.6,2.4,60.0,50.4,9.6,69.0,63.0,6.0,,0.62,0.11,0.51,0.0,0.0,0.0,0.0,0.0,4.6,-4.6,4.0,2.6,1.4,19.0
1942-11-05,79.0,75.2,3.8,70.0,50.1,19.9,74.5,62.6,11.9,,,0.12,-0.12,0.0,0.0,0.0,0.0,0.0,4.8,-4.8,10.0,2.5,7.5,25.0
1942-11-06,75.0,74.8,0.2,64.0,49.8,14.2,69.5,62.3,7.2,,,0.11,-0.11,0.0,0.0,0.0,0.0,0.0,5.1,-5.1,5.0,2.4,2.6,20.0
1942-11-07,81.0,74.5,6.5,68.0,49.4,18.6,74.5,61.9,12.6,,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,0.0,5.3,-5.3,10.0,2.3,7.7,25.0
1942-11-08,80.0,74.1,5.9,64.0,49.1,14.9,72.0,61.6,10.4,,0.0,0.11,-0.11,0.0,0.0,0.0,0.0,0.0,5.6,-5.6,7.0,2.2,4.8,22.0
1942-11-09,80.0,73.7,6.3,63.0,48.8,14.2,71.5,61.3,10.2,,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,0.0,5.8,-5.8,7.0,2.1,4.9,22.0
1942-11-10,74.0,73.4,0.6,53.0,48.5,4.5,63.5,60.9,2.6,,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,1.0,6.0,-5.0,0.0,2.0,-2.0,14.0
1942-11-11,63.0,73.0,-10.0,46.0,48.2,-2.2,54.5,60.6,-6.1,,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,10.0,6.3,3.7,0.0,1.8,-1.8,5.0
1942-11-12,70.0,72.7,-2.7,41.0,47.9,-6.9,55.5,60.3,-4.8,,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,9.0,6.5,2.5,0.0,1.7,-1.7,6.0
1942-11-13,75.0,72.3,2.7,42.0,47.5,-5.5,58.5,59.9,-1.4,,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,6.0,6.7,-0.7,0.0,1.7,-1.7,9.0
1942-11-14,75.0,72.0,3.0,45.0,47.2,-2.2,60.0,59.6,0.4,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,5.0,7.0,-2.0,0.0,1.6,-1.6,10.0
1942-11-15,78.0,71.7,6.3,53.0,46.9,6.1,65.5,59.3,6.2,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,0.0,7.2,-7.2,1.0,1.5,-0.5,16.0
1942-11-16,82.0,71.3,10.7,66.0,46.6,19.4,74.0,59.0,15.0,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,0.0,7.5,-7.5,9.0,1.5,7.5,24.0
1942-11-17,82.0,71.0,11.0,67.0,46.3,20.7,74.5,58.7,15.8,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,0.0,7.7,-7.7,10.0,1.4,8.6,25.0
1942-11-18,81.0,70.7,10.3,65.0,46.0,19.0,73.0,58.4,14.6,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,0.0,8.0,-8.0,8.0,1.3,6.7,23.0
1942-11-19,79.0,70.4,8.6,68.0,45.8,22.2,73.5,58.1,15.4,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,0.0,8.2,-8.2,9.0,1.3,7.7,24.0
1942-11-20,83.0,70.1,12.9,71.0,45.5,25.5,77.0,57.8,19.2,,0.01,0.07,-0.06,0.0,0.0,0.0,0.0,0.0,8.4,-8.4,12.0,1.2,10.8,27.0
1942-11-21,78.0,69.8,8.2,43.0,45.2,-2.2,60.5,57.5,3.0,,0.05,0.07,-0.02,0.0,0.0,0.0,0.0,4.0,8.6,-4.6,0.0,1.1,-1.1,11.0
1942-11-22,54.0,69.5,-15.5,39.0,44.9,-5.9,46.5,57.2,-10.7,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,18.0,8.8,9.2,0.0,1.0,-1.0,0.0
1942-11-23,67.0,69.2,-2.2,37.0,44.6,-7.6,52.0,56.9,-4.9,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,13.0,9.0,4.0,0.0,1.0,-1.0,2.0
1942-11-24,70.0,68.9,1.1,37.0,44.3,-7.3,53.5,56.6,-3.1,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,11.0,9.3,1.7,0.0,0.9,-0.9,4.0
1942-11-25,84.0,68.7,15.3,53.0,44.1,8.9,68.5,56.4,12.1,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,0.0,9.5,-9.5,4.0,0.9,3.1,19.0
1942-11-26,71.0,68.4,2.6,46.0,43.8,2.2,58.5,56.1,2.4,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,6.0,9.8,-3.8,0.0,0.8,-0.8,9.0
1942-11-27,63.0,68.1,-5.1,33.0,43.5,-10.5,48.0,55.8,-7.8,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,17.0,10.0,7.0,0.0,0.8,-0.8,0.0
1942-11-28,76.0,67.9,8.1,53.0,43.3,9.7,64.5,55.6,8.9,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,0.0,10.3,-10.3,0.0,0.8,-0.8,15.0
1942-11-29,68.0,67.6,0.4,39.0,43.0,-4.0,53.5,55.3,-1.8,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,11.0,10.5,0.5,0.0,0.8,-0.8,4.0
1942-11-30,67.0,67.3,-0.3,35.0,42.8,-7.8,51.0,55.1,-4.1,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,14.0,10.8,3.2,0.0,0.8,-0.8,1.0
1942-12-01,63.0,67.1,-4.1,51.0,42.5,8.5,57.0,54.8,2.2,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,8.0,11.0,-3.0,0.0,0.8,-0.8,7.0
1942-12-02,75.0,66.8,8.2,42.0,42.3,-0.3,58.5,54.6,3.9,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,6.0,11.2,-5.2,0.0,0.8,-0.8,9.0
1942-12-03,67.0,66.6,0.4,45.0,42.0,3.0,56.0,54.3,1.7,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,9.0,11.4,-2.4,0.0,0.8,-0.8,6.0
1942-12-04,55.0,66.4,-11.4,39.0,41.8,-2.8,47.0,54.1,-7.1,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,18.0,11.6,6.4,0.0,0.7,-0.7,0.0
1942-12-05,79.0,66.1,12.9,48.0,41.5,6.5,63.5,53.8,9.7,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,1.0,11.8,-10.8,0.0,0.7,-0.7,14.0
1942-12-06,66.0,65.9,0.1,40.0,41.3,-1.3,53.0,53.6,-0.6,,,0.1,-0.1,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.6,-0.6,3.0
1942-12-07,41.0,65.7,-24.7,38.0,41.1,-3.1,39.5,53.4,-13.9,,0.02,0.07,-0.05,0.0,0.0,0.0,0.0,25.0,12.2,12.8,0.0,0.6,-0.6,0.0
1942-12-08,64.0,65.4,-1.4,37.0,40.9,-3.9,50.5,53.2,-2.7,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,14.0,12.4,1.6,0.0,0.6,-0.6,1.0
1942-12-09,59.0,65.2,-6.2,32.0,40.6,-8.6,45.5,52.9,-7.4,,0.09,0.08,0.01,0.0,0.0,0.0,0.0,19.0,12.6,6.4,0.0,0.5,-0.5,0.0
1942-12-10,59.0,65.0,-6.0,50.0,40.4,9.6,54.5,52.7,1.8,,0.06,0.09,-0.03,0.0,0.0,0.0,0.0,10.0,12.8,-2.8,0.0,0.5,-0.5,5.0
1942-12-11,61.0,64.8,-3.8,46.0,40.2,5.8,53.5,52.5,1.0,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,11.0,13.0,-2.0,0.0,0.5,-0.5,4.0
1942-12-12,70.0,64.6,5.4,36.0,40.0,-4.0,53.0,52.3,0.7,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,12.0,13.1,-1.1,0.0,0.4,-0.4,3.0
1942-12-13,71.0,64.4,6.6,38.0,39.8,-1.8,54.5,52.1,2.4,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,10.0,13.3,-3.3,0.0,0.4,-0.4,5.0
1942-12-14,73.0,64.2,8.8,45.0,39.6,5.4,59.0,51.9,7.1,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,6.0,13.4,-7.4,0.0,0.3,-0.3,9.0
1942-12-15,78.0,64.0,14.0,49.0,39.4,9.6,63.5,51.7,11.8,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,1.0,13.5,-12.5,0.0,0.3,-0.3,14.0
1942-12-16,72.0,63.9,8.1,44.0,39.3,4.7,58.0,51.6,6.4,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,7.0,13.7,-6.7,0.0,0.2,-0.2,8.0
1942-12-17,70.0,63.7,6.3,41.0,39.1,1.9,55.5,51.4,4.1,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,9.0,13.8,-4.8,0.0,0.2,-0.2,6.0
1942-12-18,74.0,63.5,10.5,45.0,38.9,6.1,59.5,51.2,8.3,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,5.0,14.0,-9.0,0.0,0.3,-0.3,10.0
1942-12-19,71.0,63.4,7.6,57.0,38.7,18.3,64.0,51.0,13.0,,,0.08,-0.08,0.0,0.0,0.0,0.0,1.0,14.2,-13.2,0.0,0.3,-0.3,14.0
1942-12-20,68.0,63.2,4.8,46.0,38.6,7.4,57.0,50.9,6.1,,,0.09,-0.09,0.0,0.0,0.0,0.0,8.0,14.4,-6.4,0.0,0.3,-0.3,7.0
1942-12-21,54.0,63.0,-9.0,44.0,38.4,5.6,49.0,50.7,-1.7,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,16.0,14.6,1.4,0.0,0.3,-0.3,0.0
1942-12-22,63.0,62.9,0.1,42.0,38.3,3.7,52.5,50.6,1.9,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,12.0,14.7,-2.7,0.0,0.3,-0.3,3.0
1942-12-23,69.0,62.8,6.2,38.0,38.2,-0.2,53.5,50.5,3.0,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,11.0,14.9,-3.9,0.0,0.3,-0.3,4.0
1942-12-24,77.0,62.6,14.4,55.0,38.0,17.0,66.0,50.3,15.7,,,0.08,-0.08,0.0,0.0,0.0,0.0,0.0,15.0,-15.0,1.0,0.3,0.7,16.0
1942-12-25,76.0,62.5,13.5,56.0,37.9,18.1,66.0,50.2,15.8,,,0.08,-0.08,0.0,0.0,0.0,0.0,0.0,15.1,-15.1,1.0,0.3,0.7,16.0
1942-12-26,79.0,62.4,16.6,66.0,37.8,28.2,72.5,50.1,22.4,,0.09,0.08,0.01,0.0,0.0,0.0,0.0,0.0,15.3,-15.3,8.0,0.4,7.6,23.0
1942-12-27,65.0,62.3,2.7,41.0,37.7,3.3,53.0,50.0,3.0,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,12.0,15.4,-3.4,0.0,0.4,-0.4,3.0
1942-12-28,43.0,62.2,-19.2,33.0,37.6,-4.6,38.0,49.9,-11.9,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,27.0,15.5,11.5,0.0,0.5,-0.5,0.0
1942-12-29,60.0,62.1,-2.1,31.0,37.5,-6.5,45.5,49.8,-4.3,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,19.0,15.6,3.4,0.0,0.5,-0.5,0.0
1942-12-30,70.0,62.1,7.9,35.0,37.4,-2.4,52.5,49.8,2.7,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,12.0,15.7,-3.7,0.0,0.5,-0.5,3.0
1942-12-31,72.0,62.0,10.0,43.0,37.4,5.6,57.5,49.7,7.8,,0.0,0.09,-0.09,0.0,0.1,-0.1,0.0,7.0,15.8,-8.8,0.0,0.5,-0.5,8.0
1943-01-01,74.0,62.0,12.0,46.0,37.3,8.7,60.0,49.6,10.4,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,5.0,15.8,-10.8,0.0,0.5,-0.5,10.0
1943-01-02,72.0,61.9,10.1,52.0,37.3,14.7,62.0,49.6,12.4,,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,3.0,15.9,-12.9,0.0,0.4,-0.4,12.0
1943-01-03,74.0,61.9,12.1,53.0,37.2,15.8,63.5,49.5,14.0,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,1.0,15.9,-14.9,0.0,0.4,-0.4,14.0
1943-01-04,51.0,61.8,-10.8,38.0,37.2,0.8,44.5,49.5,-5.0,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,20.0,15.9,4.1,0.0,0.4,-0.4,0.0
1943-01-05,44.0,61.8,-17.8,41.0,37.2,3.8,42.5,49.5,-7.0,,,0.1,-0.1,0.0,0.0,0.0,0.0,22.0,15.9,6.1,0.0,0.4,-0.4,0.0
1943-01-06,45.0,61.8,-16.8,40.0,37.1,2.9,42.5,49.5,-7.0,,0.31,0.09,0.22,0.0,0.0,0.0,0.0,22.0,15.9,6.1,0.0,0.4,-0.4,0.0
1943-01-07,46.0,61.8,-15.8,41.0,37.1,3.9,43.5,49.5,-6.0,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,21.0,15.9,5.1,0.0,0.4,-0.4,0.0
1943-01-08,43.0,61.8,-18.8,38.0,37.1,0.9,40.5,49.5,-9.0,,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,24.0,15.9,8.1,0.0,0.4,-0.4,0.0
1943-01-09,58.0,61.9,-3.9,33.0,37.1,-4.1,45.5,49.5,-4.0,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,19.0,15.8,3.2,0.0,0.3,-0.3,0.0
1943-01-10,66.0,61.9,4.1,39.0,37.1,1.9,52.5,49.5,3.0,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,12.0,15.8,-3.8,0.0,0.3,-0.3,3.0
1943-01-11,58.0,61.9,-3.9,50.0,37.2,12.8,54.0,49.5,4.5,,0.05,0.1,-0.05,0.0,0.0,0.0,0.0,11.0,15.7,-4.7,0.0,0.2,-0.2,4.0
1943-01-12,55.0,62.0,-7.0,51.0,37.2,13.8,53.0,49.6,3.4,,0.07,0.09,-0.02,0.0,0.0,0.0,0.0,12.0,15.6,-3.6,0.0,0.2,-0.2,3.0
1943-01-13,64.0,62.0,2.0,49.0,37.2,11.8,56.5,49.6,6.9,,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,8.0,15.5,-7.5,0.0,0.2,-0.2,7.0
1943-01-14,70.0,62.1,7.9,43.0,37.3,5.7,56.5,49.7,6.8,,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,8.0,15.5,-7.5,0.0,0.1,-0.1,7.0
1943-01-15,71.0,62.2,8.8,46.0,37.3,8.7,58.5,49.7,8.8,,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,6.0,15.4,-9.4,0.0,0.1,-0.1,9.0
1943-01-16,82.0,62.2,19.8,54.0,37.4,16.6,68.0,49.8,18.2,,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,0.0,15.3,-15.3,3.0,0.1,2.9,18.0
1943-01-17,68.0,62.3,5.7,36.0,37.5,-1.5,52.0,49.9,2.1,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,13.0,15.3,-2.3,0.0,0.1,-0.1,2.0
1943-01-18,48.0,62.4,-14.4,30.0,37.5,-7.5,39.0,50.0,-11.0,,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,26.0,15.2,10.8,0.0,0.1,-0.1,0.0
1943-01-19,40.0,62.5,-22.5,14.0,37.6,-23.6,27.0,50.1,-23.1,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,38.0,15.1,22.9,0.0,0.1,-0.1,0.0
1943-01-20,46.0,62.6,-16.6,20.0,37.7,-17.7,33.0,50.2,-17.2,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,32.0,15.0,17.0,0.0,0.1,-0.1,0.0
1943-01-21,68.0,62.7,5.3,34.0,37.8,-3.8,51.0,50.3,0.7,,0.0,0.1,-0.1,0.0,0.0,0.0,0.0,14.0,14.9,-0.9,0.0,0.1,-0.1,1.0
1943-01-22,78.0,62.8,15.2,41.0,37.9,3.1,59.5,50.4,9.1,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,5.0,14.8,-9.8,0.0,0.1,-0.1,10.0
1943-01-23,84.0,62.9,21.1,47.0,38.0,9.0,65.5,50.5,15.0,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,0.0,14.7,-14.7,1.0,0.2,0.8,16.0
1943-01-24,77.0,63.1,13.9,60.0,38.2,21.8,68.5,50.6,17.9,,,0.09,-0.09,0.0,0.0,0.0,0.0,0.0,14.5,-14.5,4.0,0.2,3.8,19.0
1943-01-25,70.0,63.2,6.8,32.0,38.3,-6.3,51.0,50.7,0.3,,,0.08,-0.08,0.0,0.0,0.0,0.0,14.0,14.4,-0.4,0.0,0.2,-0.2,1.0
1943-01-26,41.0,63.3,-22.3,26.0,38.4,-12.4,33.5,50.9,-17.4,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,31.0,14.3,16.7,0.0,0.2,-0.2,0.0
1943-01-27,51.0,63.5,-12.5,27.0,38.6,-11.6,39.0,51.0,-12.0,,0.0,0.09,-0.09,0.0,0.0,0.0,0.0,26.0,14.2,11.8,0.0,0.2,-0.2,0.0
1943-01-28,51.0,63.6,-12.6,35.0,38.7,-3.7,43.0,51.1,-8.1,,,0.08,-0.08,,0.0,0.0,,22.0,14.1,7.9,0.0,0.2,-0.2,0.0
1943-01-29,71.0,63.7,7.3,32.0,38.9,-6.9,51.5,51.3,0.2,,0.0,0.08,-0.08,0.0,0.0,0.0,0.0,13.0,14.0,-1.0,0.0,0.3,-0.3,2.0
1943-01-30,75.0,63.9,11.1,45.0,39.0,6.0,60.0,51.4,8.6,,,0.08,-0.08,0.0,0.0,0.0,0.0,5.0,13.9,-8.9,0.0,0.3,-0.3,10.0
1943-01-31,74.0,64.0,10.0,60.0,39.2,20.8,67.0,51.6,15.4,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,0.0,13.8,-13.8,2.0,0.4,1.6,17.0
1943-02-01,68.0,64.2,3.8,44.0,39.3,4.7,56.0,51.7,4.3,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,9.0,13.7,-4.7,0.0,0.4,-0.4,6.0
1943-02-02,71.0,64.3,6.7,50.0,39.5,10.5,60.5,51.9,8.6,,0.04,0.06,-0.02,0.0,0.0,0.0,0.0,4.0,13.5,-9.5,0.0,0.4,-0.4,11.0
1943-02-03,75.0,64.5,10.5,65.0,39.7,25.3,70.0,52.1,17.9,,,0.07,-0.07,0.0,0.0,0.0,0.0,0.0,13.4,-13.4,5.0,0.5,4.5,20.0
1943-02-04,69.0,64.6,4.4,56.0,39.9,16.1,62.5,52.2,10.3,,,0.07,-0.07,0.0,0.0,0.0,0.0,2.0,13.3,-11.3,0.0,0.5,-0.5,13.0
1943-02-05,83.0,64.8,18.2,48.0,40.0,8.0,65.5,52.4,13.1,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,0.0,13.1,-13.1,1.0,0.5,0.5,16.0
1943-02-06,72.0,64.9,7.1,46.0,40.2,5.8,59.0,52.6,6.4,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,6.0,13.0,-7.0,0.0,0.5,-0.5,9.0
1943-02-07,74.0,65.1,8.9,39.0,40.4,-1.4,56.5,52.8,3.7,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,8.0,12.8,-4.8,0.0,0.5,-0.5,7.0
1943-02-08,78.0,65.2,12.8,48.0,40.6,7.4,63.0,52.9,10.1,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,2.0,12.6,-10.6,0.0,0.6,-0.6,13.0
1943-02-09,81.0,65.4,15.6,59.0,40.8,18.2,70.0,53.1,16.9,,0.0,0.06,-0.06,0.0,0.0,0.0,0.0,0.0,12.5,-12.5,5.0,0.6,4.4,20.0
1943-02-10,71.0,65.6,5.4,50.0,41.0,9.0,60.5,53.3,7.2,,,0.07,-0.07,0.0,0.0,0.0,0.0,4.0,12.3,-8.3,0.0,0.6,-0.6,11.0
1943-02-11,64.0,65.7,-1.7,31.0,41.2,-10.2,47.5,53.5,-6.0,,0.0,0.06,-0.06,0.0,0.0,0.0,0.0,17.0,12.2,4.8,0.0,0.7,-0.7,0.0
1943-02-12,68.0,65.9,2.1,34.0,41.5,-7.5,51.0,53.7,-2.7,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,14.0,12.0,2.0,0.0,0.7,-0.7,1.0
1943-02-13,71.0,66.1,4.9,40.0,41.7,-1.7,55.5,53.9,1.6,,0.0,0.06,-0.06,0.0,0.0,0.0,0.0,9.0,11.8,-2.8,0.0,0.7,-0.7,6.0
1943-02-14,82.0,66.2,15.8,40.0,41.9,-1.9,61.0,54.1,6.9,,0.0,0.06,-0.06,0.0,0.1,-0.1,0.0,4.0,11.6,-7.6,0.0,0.6,-0.6,11.0
1943-02-15,71.0,66.4,4.6,38.0,42.1,-4.1,54.5,54.3,0.2,,0.0,0.06,-0.06,0.0,0.0,0.0,0.0,10.0,11.4,-1.4,0.0,0.6,-0.6,5.0
1943-02-16,66.0,66.6,-0.6,38.0,42.3,-4.3,52.0,54.5,-2.5,,0.0,0.06,-0.06,0.0,0.0,0.0,0.0,13.0,11.2,1.8,0.0,0.6,-0.6,2.0
1943-02-17,73.0,66.8,6.2,45.0,42.6,2.4,59.0,54.7,4.3,,0.0,0.07,-0.07,0.0,0.0,0.0,0.0,6.0,11.0,-5.0,0.0,0.6,-0.6,9.0
