date,temperature_2m_max
1940-12-23 00:00:00+00:00,76.76511
1940-12-24 00:00:00+00:00,77.935104
1940-12-25 00:00:00+00:00,76.4051
1940-12-26 00:00:00+00:00,79.1951
1940-12-27 00:00:00+00:00,80.545105
1940-12-28 00:00:00+00:00,74.3351
1940-12-29 00:00:00+00:00,75.0551
1940-12-30 00:00:00+00:00,74.3351
1940-12-31 00:00:00+00:00,76.1351
1941-01-01 00:00:00+00:00,77.5751
1941-01-02 00:00:00+00:00,76.6751
1941-01-03 00:00:00+00:00,78.6551
1941-01-04 00:00:00+00:00,75.0551
1941-01-05 00:00:00+00:00,76.4051
1941-01-06 00:00:00+00:00,76.4051
1941-01-07 00:00:00+00:00,78.0251
1941-01-08 00:00:00+00:00,74.0651
1941-01-09 00:00:00+00:00,72.7151
1941-01-10 00:00:00+00:00,68.1251
1941-01-11 00:00:00+00:00,67.2251
1941-01-12 00:00:00+00:00,68.1251
1941-01-13 00:00:00+00:00,69.5651
1941-01-14 00:00:00+00:00,72.26511
1941-01-15 00:00:00+00:00,74.1551
1941-01-16 00:00:00+00:00,79.5551
1941-01-17 00:00:00+00:00,77.3951
1941-01-18 00:00:00+00:00,76.4051
1941-01-19 00:00:00+00:00,71.8151
1941-01-20 00:00:00+00:00,67.9451
1941-01-21 00:00:00+00:00,71.545105
1941-01-22 00:00:00+00:00,73.9751
1941-01-23 00:00:00+00:00,76.5851
1941-01-24 00:00:00+00:00,76.6751
1941-01-25 00:00:00+00:00,78.115105
1941-01-26 00:00:00+00:00,77.4851
1941-01-27 00:00:00+00:00,76.6751
1941-01-28 00:00:00+00:00,75.5051
1941-01-29 00:00:00+00:00,71.7251
1941-01-30 00:00:00+00:00,71.8151
1941-01-31 00:00:00+00:00,71.7251
1941-02-01 00:00:00+00:00,72.8051
1941-02-02 00:00:00+00:00,71.545105
1941-02-03 00:00:00+00:00,75.865105
1941-02-04 00:00:00+00:00,71.6351
1941-02-05 00:00:00+00:00,69.3851
1941-02-06 00:00:00+00:00,73.8851
1941-02-07 00:00:00+00:00,74.7851
1941-02-08 00:00:00+00:00,74.1551
1941-02-09 00:00:00+00:00,69.7451
1941-02-10 00:00:00+00:00,64.3451
1941-02-11 00:00:00+00:00,67.4051
1941-02-12 00:00:00+00:00,68.8451
1941-02-13 00:00:00+00:00,73.9751
1941-02-14 00:00:00+00:00,75.4151
1941-02-15 00:00:00+00:00,72.4451
1941-02-16 00:00:00+00:00,72.4451
1941-02-17 00:00:00+00:00,73.3451
1941-02-18 00:00:00+00:00,73.8851
1941-02-19 00:00:00+00:00,73.8851
1941-02-20 00:00:00+00:00,75.2351
1941-02-21 00:00:00+00:00,74.51511
1941-02-22 00:00:00+00:00,74.3351
1941-02-23 00:00:00+00:00,72.1751
1941-02-24 00:00:00+00:00,76.76511
1941-02-25 00:00:00+00:00,75.3251
1941-02-26 00:00:00+00:00,79.6451
1941-02-27 00:00:00+00:00,75.685104
1941-02-28 00:00:00+00:00,70.9151
1941-03-01 00:00:00+00:00,63.6251
1941-03-02 00:00:00+00:00,67.4951
1941-03-03 00:00:00+00:00,73.3451
1941-03-04 00:00:00+00:00,75.865105
1941-03-05 00:00:00+00:00,79.6451
1941-03-06 00:00:00+00:00,76.5851
1941-03-07 00:00:00+00:00,78.5651
1941-03-08 00:00:00+00:00,74.1551
1941-03-09 00:00:00+00:00,68.3951
1941-03-10 00:00:00+00:00,72.26511
1941-03-11 00:00:00+00:00,75.685104
1941-03-12 00:00:00+00:00,76.8551
1941-03-13 00:00:00+00:00,76.045105
1941-03-14 00:00:00+00:00,71.2751
1941-03-15 00:00:00+00:00,69.5651
1941-03-16 00:00:00+00:00,73.615105
1941-03-17 00:00:00+00:00,77.8451
1941-03-18 00:00:00+00:00,77.1251
1941-03-19 00:00:00+00:00,75.865105
1941-03-20 00:00:00+00:00,77.3051
1941-03-21 00:00:00+00:00,82.2551
1941-03-22 00:00:00+00:00,80.2751
1941-03-23 00:00:00+00:00,79.1951
1941-03-24 00:00:00+00:00,82.7051
1941-03-25 00:00:00+00:00,78.9251
1941-03-26 00:00:00+00:00,76.8551
1941-03-27 00:00:00+00:00,81.7151
1941-03-28 00:00:00+00:00,76.6751
1941-03-29 00:00:00+00:00,74.1551
1941-03-30 00:00:00+00:00,74.3351
1941-03-31 00:00:00+00:00,74.2451
1941-04-01 00:00:00+00:00,80.365105
1941-04-02 00:00:00+00:00,80.9051
1941-04-03 00:00:00+00:00,84.0551
1941-04-04 00:00:00+00:00,84.325096
1941-04-05 00:00:00+00:00,79.1051
1941-04-06 00:00:00+00:00,81.0851
1941-04-07 00:00:00+00:00,81.8051
1941-04-08 00:00:00+00:00,80.0951
1941-04-09 00:00:00+00:00,81.8951
1941-04-10 00:00:00+00:00,78.0251
1941-04-11 00:00:00+00:00,75.865105
1941-04-12 00:00:00+00:00,77.0351
1941-04-13 00:00:00+00:00,74.2451
1941-04-14 00:00:00+00:00,74.9651
1941-04-15 00:00:00+00:00,75.2351
1941-04-16 00:00:00+00:00,75.7751
1941-04-17 00:00:00+00:00,77.4851
1941-04-18 00:00:00+00:00,78.2051
1941-04-19 00:00:00+00:00,79.4651
1941-04-20 00:00:00+00:00,79.3751
1941-04-21 00:00:00+00:00,79.7351
1941-04-22 00:00:00+00:00,79.1951
1941-04-23 00:00:00+00:00,80.7251
1941-04-24 00:00:00+00:00,81.1751
1941-04-25 00:00:00+00:00,83.1551
1941-04-26 00:00:00+00:00,82.0751
1941-04-27 00:00:00+00:00,78.8351
1941-04-28 00:00:00+00:00,76.4051
1941-04-29 00:00:00+00:00,77.1251
1941-04-30 00:00:00+00:00,80.8151
1941-05-01 00:00:00+00:00,79.1051
1941-05-02 00:00:00+00:00,79.8251
1941-05-03 00:00:00+00:00,81.6251
1941-05-04 00:00:00+00:00,79.7351
1941-05-05 00:00:00+00:00,80.545105
1941-05-06 00:00:00+00:00,83.0651
1941-05-07 00:00:00+00:00,79.2851
1941-05-08 00:00:00+00:00,84.4151
1941-05-09 00:00:00+00:00,84.505104
1941-05-10 00:00:00+00:00,88.9151
1941-05-11 00:00:00+00:00,85.405106
1941-05-12 00:00:00+00:00,86.0351
1941-05-13 00:00:00+00:00,85.045105
1941-05-14 00:00:00+00:00,80.4551
1941-05-15 00:00:00+00:00,80.545105
1941-05-16 00:00:00+00:00,82.3451
1941-05-17 00:00:00+00:00,86.3951
1941-05-18 00:00:00+00:00,87.7451
1941-05-19 00:00:00+00:00,87.655106
1941-05-20 00:00:00+00:00,84.7751
1941-05-21 00:00:00+00:00,83.1551
1941-05-22 00:00:00+00:00,82.8851
1941-05-23 00:00:00+00:00,81.8951
1941-05-24 00:00:00+00:00,83.8751
1941-05-25 00:00:00+00:00,83.7851
1941-05-26 00:00:00+00:00,83.69511
1941-05-27 00:00:00+00:00,84.7751
1941-05-28 00:00:00+00:00,84.2351
1941-05-29 00:00:00+00:00,84.505104
1941-05-30 00:00:00+00:00,88.9151
1941-05-31 00:00:00+00:00,89.545105
1941-06-01 00:00:00+00:00,88.5551
1941-06-02 00:00:00+00:00,88.3751
1941-06-03 00:00:00+00:00,90.9851
1941-06-04 00:00:00+00:00,91.9751
1941-06-05 00:00:00+00:00,92.5151
1941-06-06 00:00:00+00:00,91.795105
1941-06-07 00:00:00+00:00,91.075096
1941-06-08 00:00:00+00:00,90.8951
1941-06-09 00:00:00+00:00,91.435104
1941-06-10 00:00:00+00:00,91.34511
1941-06-11 00:00:00+00:00,92.0651
1941-06-12 00:00:00+00:00,91.8851
1941-06-13 00:00:00+00:00,89.545105
1941-06-14 00:00:00+00:00,87.925095
1941-06-15 00:00:00+00:00,91.435104
1941-06-16 00:00:00+00:00,87.4751
1941-06-17 00:00:00+00:00,88.0151
1941-06-18 00:00:00+00:00,88.1051
1941-06-19 00:00:00+00:00,87.655106
1941-06-20 00:00:00+00:00,85.94511
1941-06-21 00:00:00+00:00,85.3151
1941-06-22 00:00:00+00:00,86.6651
1941-06-23 00:00:00+00:00,85.4951
1941-06-24 00:00:00+00:00,87.7451
1941-06-25 00:00:00+00:00,87.295105
1941-06-26 00:00:00+00:00,86.3951
1941-06-27 00:00:00+00:00,86.575096
1941-06-28 00:00:00+00:00,88.3751
1941-06-29 00:00:00+00:00,87.3851
1941-06-30 00:00:00+00:00,85.7651
1941-07-01 00:00:00+00:00,85.3151
1941-07-02 00:00:00+00:00,82.0751
1941-07-03 00:00:00+00:00,80.8151
1941-07-04 00:00:00+00:00,82.0751
1941-07-05 00:00:00+00:00,83.0651
1941-07-06 00:00:00+00:00,84.0551
1941-07-07 00:00:00+00:00,82.3451
1941-07-08 00:00:00+00:00,85.8551
1941-07-09 00:00:00+00:00,85.5851
1941-07-10 00:00:00+00:00,85.675095
1941-07-11 00:00:00+00:00,85.3151
1941-07-12 00:00:00+00:00,85.8551
1941-07-13 00:00:00+00:00,84.685104
1941-07-14 00:00:00+00:00,80.7251
1941-07-15 00:00:00+00:00,86.3951
1941-07-16 00:00:00+00:00,85.7651
1941-07-17 00:00:00+00:00,86.3051
1941-07-18 00:00:00+00:00,85.2251
1941-07-19 00:00:00+00:00,85.94511
1941-07-20 00:00:00+00:00,86.4851
1941-07-21 00:00:00+00:00,85.8551
1941-07-22 00:00:00+00:00,86.0351
1941-07-23 00:00:00+00:00,86.575096
1941-07-24 00:00:00+00:00,83.8751
1941-07-25 00:00:00+00:00,85.5851
1941-07-26 00:00:00+00:00,85.675095
1941-07-27 00:00:00+00:00,86.755104
1941-07-28 00:00:00+00:00,85.675095
1941-07-29 00:00:00+00:00,86.575096
1941-07-30 00:00:00+00:00,86.6651
1941-07-31 00:00:00+00:00,88.1051
1941-08-01 00:00:00+00:00,88.7351
1941-08-02 00:00:00+00:00,88.5551
1941-08-03 00:00:00+00:00,88.2851
1941-08-04 00:00:00+00:00,87.655106
1941-08-05 00:00:00+00:00,86.575096
1941-08-06 00:00:00+00:00,87.3851
1941-08-07 00:00:00+00:00,86.935104
1941-08-08 00:00:00+00:00,87.5651
1941-08-09 00:00:00+00:00,89.3651
1941-08-10 00:00:00+00:00,89.3651
1941-08-11 00:00:00+00:00,91.255104
1941-08-12 00:00:00+00:00,89.4551
1941-08-13 00:00:00+00:00,89.7251
1941-08-14 00:00:00+00:00,89.545105
1941-08-15 00:00:00+00:00,89.6351
1941-08-16 00:00:00+00:00,88.7351
1941-08-17 00:00:00+00:00,88.9151
1941-08-18 00:00:00+00:00,88.7351
1941-08-19 00:00:00+00:00,89.09511
1941-08-20 00:00:00+00:00,88.6451
1941-08-21 00:00:00+00:00,89.09511
1941-08-22 00:00:00+00:00,85.7651
1941-08-23 00:00:00+00:00,87.8351
1941-08-24 00:00:00+00:00,88.1051
1941-08-25 00:00:00+00:00,89.2751
1941-08-26 00:00:00+00:00,88.6451
1941-08-27 00:00:00+00:00,89.6351
1941-08-28 00:00:00+00:00,89.2751
1941-08-29 00:00:00+00:00,88.9151
1941-08-30 00:00:00+00:00,88.825096
1941-08-31 00:00:00+00:00,87.4751
1941-09-01 00:00:00+00:00,90.0851
1941-09-02 00:00:00+00:00,87.655106
1941-09-03 00:00:00+00:00,85.5851
1941-09-04 00:00:00+00:00,89.905106
1941-09-05 00:00:00+00:00,88.6451
1941-09-06 00:00:00+00:00,89.6351
1941-09-07 00:00:00+00:00,90.7151
1941-09-08 00:00:00+00:00,89.7251
1941-09-09 00:00:00+00:00,86.755104
1941-09-10 00:00:00+00:00,85.7651
1941-09-11 00:00:00+00:00,87.7451
1941-09-12 00:00:00+00:00,85.1351
1941-09-13 00:00:00+00:00,84.325096
1941-09-14 00:00:00+00:00,84.8651
1941-09-15 00:00:00+00:00,84.9551
1941-09-16 00:00:00+00:00,86.0351
1941-09-17 00:00:00+00:00,85.94511
1941-09-18 00:00:00+00:00,87.925095
1941-09-19 00:00:00+00:00,88.2851
1941-09-20 00:00:00+00:00,87.2051
1941-09-21 00:00:00+00:00,86.84511
1941-09-22 00:00:00+00:00,88.6451
1941-09-23 00:00:00+00:00,88.1051
1941-09-24 00:00:00+00:00,86.4851
